name,link,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Villa Dria Côte Sauvage Côtes de Gascogne IGP,https://www.wina.pl/wina-biale-wytrawne/3838-villa-dria-cote-sauvage-cotes-de-gascogne-igp.html,47.0,Francja,Francja Południowo-Zachodnia,Côtes de Gascogne IGP,,2021.0,0.75,11.5,10,białe,,wytrawne,średnie,,False,False,,"Colombard, Sauvignon Blanc"
Villa Dria Fleur des Fées Rosé Côtes de Gascogne IGP,https://www.wina.pl/rozowe/3840-villa-dria-fleur-des-fees-rose-cotes-de-gascogne-igp.html,47.0,Francja,Francja Południowo-Zachodnia,Côtes de Gascogne IGP,,2021.0,0.75,11.0,10,różowe,,wytrawne,średnie,,False,False,,"Cabernet Franc, Merlot"
Villa Dria Lune de Miel Côtes de Gascogne IGP,https://www.wina.pl/slodkie/3839-villa-dria-lune-de-miel-cotes-de-gascogne-igp.html,69.0,Francja,Francja Południowo-Zachodnia,Côtes de Gascogne IGP,,2020.0,0.75,11.5,10,białe,,słodkie,średnie,,False,False,,Gros Manseng
Villa Dria Terre de Feu Côtes de Gascogne IGP,https://www.wina.pl/wina-biale-wytrawne/3837-villa-dria-terre-de-feu-cotes-de-gascogne-igp.html,49.0,Francja,Francja Południowo-Zachodnia,Côtes de Gascogne IGP,,2020.0,0.75,12.0,10,białe,,wytrawne,średnie,,False,False,,"Gros Manseng, Chardonnay"
Villa Huesgen Riesling Alte Reben Enkircher Steffensberg Mosel Qba,https://www.wina.pl/biale/3492-villa-huesgen-riesling-alte-reben-enkircher-steffensberg-mosel-qba.html,219.0,Niemcy,Mozela-Saara-Ruwer,Mosel QbA,,2020.0,0.75,10.5,10-12,białe,,wytrawne,pełne,Decanter Gold,False,False,,Riesling
Villa Huesgen Riesling by the glass Mosel Qba,https://www.wina.pl/biale/3490-villa-huesgen-riesling-by-the-glass-mosel-qba.html,85.0,Niemcy,Mozela-Saara-Ruwer,Mosel QbA,,2021.0,0.75,11.0,10-12,białe,,wytrawne,średnie,,False,False,,Riesling
Villa Huesgen Riesling Schiefer Mosel Qba,https://www.wina.pl/biale/3491-villa-huesgen-riesling-schiefer-mosel-qba.html,149.0,Niemcy,Mozela-Saara-Ruwer,Mosel QbA,,2020.0,0.75,11.0,10-12,białe,,wytrawne,średnie,,False,False,,Riesling
Villa Maria Private Bin Blush Sauvignon Marlborough,https://www.wina.pl/rozowe/3503-villa-maria-private-bin-blush-sauvignon-marlborough.html,103.0,Nowa Zelandia,Marlborough,,,2020.0,0.75,12.0,10,różowe,,wytrawne,lekkie,,False,False,,"Sauvignon Blanc, Merlot"
Villa Maria Private Bin Pinot Noir Marlborough,https://www.wina.pl/czerwone/3504-villa-maria-private-bin-pinot-noir-marlborough.html,116.0,Nowa Zelandia,Marlborough,,,2020.0,0.75,12.0,16,czerwone,,wytrawne,średnie,Decanter Bronze,False,False,,Pinot Noir
Villa Maria Private Bin Riesling Marlborough,https://www.wina.pl/biale/3502-villa-maria-private-bin-riesling-marlborough.html,99.0,Nowa Zelandia,Marlborough,,,2021.0,0.75,12.0,10,białe,,wytrawne,lekkie,Decanter Silver,False,False,,Riesling
Villa Maria Private Bin Sauvignon Blanc Marlborough,https://www.wina.pl/biale/3501-villa-maria-private-bin-sauvignon-blanc-marlborough.html,99.0,Nowa Zelandia,Marlborough,,,2021.0,0.75,13.0,10,białe,,wytrawne,średnie,Decanter Bronze,False,True,,Sauvignon Blanc
Villa Maria Private Bin Syrah Hawkes Bay,https://www.wina.pl/czerwone/3505-villa-maria-private-bin-syrah-hawkes-bay.html,112.0,Nowa Zelandia,Hawkes Bay,,,2019.0,0.75,12.0,16,czerwone,,wytrawne,średnie,,False,False,,Syrah
Villa Maria Reserve Chardonnay Hawkes Bay,https://www.wina.pl/biale/3506-villa-maria-reserve-chardonnay-hawkes-bay.html,136.0,Nowa Zelandia,Hawkes Bay,,,2016.0,0.75,13.5,10-12,białe,,wytrawne,pełne,,False,False,,Chardonnay
Villa Maria Reserve Pinot Noir Marlborough,https://www.wina.pl/czerwone/3509-villa-maria-reserve-pinot-noir-marlborough.html,169.0,Nowa Zelandia,Marlborough,,,2018.0,0.75,12.5,16,czerwone,,wytrawne,średnie,,False,False,,Pinot Noir
Villa Maria Seddon Pinot Noir Marlborough,https://www.wina.pl/czerwone/3508-villa-maria-seddon-pinot-noir-marlborough.html,239.0,Nowa Zelandia,Marlborough,,,2014.0,0.75,12.5,16,czerwone,,wytrawne,średnie,,False,False,,Pinot Noir
Villa Russiz Pinot Blanc Collio DOC,https://www.wina.pl/wina-biale-wytrawne/2749-villa-russiz-pinot-blanc-collio-doc.html,125.1,Włochy,Friuli,Collio DOC,Villa Russiz,2018.0,0.75,13.5,,białe,,wytrawne,średnie,,False,False,,Pinot Bianco
Villa Russiz Sauvignon Blanc Collio DOC,https://www.wina.pl/wina-biale-wytrawne/2748-villa-russiz-sauvignon-blanc-collio-doc.html,125.1,Włochy,Friuli,Collio DOC,Villa Russiz,2018.0,0.75,13.5,,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
Villa Wolf Gewurztraminer,https://www.wina.pl/wina-biale-wytrawne/1763-villa-wolf-gewurztraminer.html,54.0,Niemcy,,,Ernst Loosen,2022.0,0.75,12.0,10-12,białe,,wytrawne,,,True,False,,Gewürztraminer
Villa Wolf Pinot Gris Pfalz,https://www.wina.pl/wina-biale-wytrawne/2508-villa-wolf-pinot-gris-pfalz.html,54.0,Niemcy,,,Villa Wolf,2022.0,0.75,,,białe,,wytrawne,średnie,,False,False,,Pinot Gris
Villa Wolf Pinot Noir Pfalz,https://www.wina.pl/wina-czerwone-wytrawne/2509-villa-wolf-pinot-noir-pfalz.html,60.0,Niemcy,Pfalz,,Villa Wolf,2022.0,0.75,,,czerwone,,wytrawne,lekkie,,False,False,,Pinot Noir
Villa Wolf Pinot Noir Rose Pfalz,https://www.wina.pl/rozowe/2510-villa-wolf-pinot-noir-rose-pfalz.html,54.0,Niemcy,Pfalz,,Villa Wolf,2020.0,0.75,,,różowe,,półwytrawne,lekkie,,False,False,,Pinot Noir
Villa Wolf Pinot Noir Rose Sekt Extra Dry,https://www.wina.pl/rozowe/2511-villa-wolf-pinot-noir-rose-sekt-extra-dry.html,78.0,Niemcy,Pfalz,,Villa Wolf,,0.75,,,,musujące,,,,False,False,,Pinot Noir
Villa Wolf Riesling Trocken Pfalz,https://www.wina.pl/wina-biale-wytrawne/2512-villa-wolf-riesling-trocken-pfalz.html,54.0,Niemcy,Pfalz,,Villa Wolf,2022.0,0.75,12.5,,białe,,wytrawne,lekkie,,False,False,,Riesling
Viña Ilusion Joven Rioja DOC,https://www.wina.pl/naturalne/3460-vina-ilusion-joven-rioja-doc.html,69.0,Hiszpania,Rioja,Rioja DOC,,2018.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,True,True,,"Cabernet Sauvignon, Graciano, Tempranillo, Garnacha"
Viña Ilusion Prana Rioja DOC,https://www.wina.pl/naturalne/3461-vina-ilusion-prana-rioja-doc.html,69.0,Hiszpania,Rioja,Rioja DOC,,2019.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,True,True,,"Cabernet Sauvignon, Graciano, Tempranillo, Garnacha"
Viña Sastre Crianza Ribera Del Duero DO,https://www.wina.pl/organiczne/3993-vina-sastre-crianza-ribera-del-duero-do.html,144.0,Hiszpania,Kastylia (Castilla y Leon),Ribera del Duero DO,,2019.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,False,True,,Tempranillo
Viña Sastre Roble Ribera Del Duero DO,https://www.wina.pl/organiczne/3992-vina-sastre-roble-ribera-del-duero-do.html,79.0,Hiszpania,Kastylia (Castilla y Leon),Ribera del Duero DO,,2021.0,0.75,14.0,16,czerwone,,wytrawne,średnie,,False,True,,Tempranillo
Vina Tondonia Reserva Lopez de Heredia Rioja DOC,https://www.wina.pl/wina-czerwone-wytrawne/2560-vina-tondonia-reserva-lopez-de-heredia-rioja-doc.html,304.0,Hiszpania,,Rioja DOC,R. LÓPEZ DE HEREDIA,2008.0,0.75,13.0,18,czerwone,,wytrawne,średnie,,False,False,93.333336,"Tempranillo, Graciano, Garnacha, Mazuelo"
Vina Zorzal El Inquilino Crianza DOCa Rioja,https://www.wina.pl/naturalne/3153-vina-zorzal-el-inquilino-crianza-doca-rioja.html,74.0,Hiszpania,Rioja,Rioja DOC,,2019.0,0.75,14.0,15,czerwone,,wytrawne,średnie,,False,False,,Tempranillo
Vina Zorzal El Inquilino Viura DOCa Rioja,https://www.wina.pl/naturalne/3152-vina-zorzal-el-inquilino-viura-doca-rioja.html,74.0,Hiszpania,Rioja,Rioja DOC,,2019.0,0.75,13.0,8-10,białe,,wytrawne,średnie,,False,False,,Viura
Viñedos de Nieva Sauvignon Blanc DO Rueda,https://www.wina.pl/wina-biale-wytrawne/4005-vinedos-de-nieva-sauvignon-blanc-do-rueda.html,59.0,Hiszpania,Kastylia (Castilla y Leon),Rueda DO,,2021.0,0.75,,8,białe,,wytrawne,,,False,False,,
Viñedos de Nieva Verdejo DO Rueda,https://www.wina.pl/wina-biale-wytrawne/4004-vinedos-de-nieva-verdejo-do-rueda.html,55.0,Hiszpania,Kastylia (Castilla y Leon),Rueda DO,,2021.0,0.75,12.0,8,białe,,wytrawne,lekkie,,False,False,90.0,Verdejo
Vino Nobile di Montepulciano Asinone Poliziano Magnum,https://www.wina.pl/wina-czerwone-wytrawne/2588-vino-nobile-di-montepulciano-asinone-poliziano-magnum-15-l.html,595.0,Włochy,Toskania,V.Nobile di Montepulciano DOCG,Poliziano,2018.0,0.75,,18,czerwone,,wytrawne,pełne,,False,False,,Sangiovese
Vino Nobile di Montepulciano Boscarelli,https://www.wina.pl/wina-czerwone-wytrawne/79-vino-nobile-di-montepulciano-boscarelli.html,187.0,Włochy,Toskania,V.Nobile di Montepulciano DOCG,Boscarelli,2018.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,False,False,90.0,"Canaiolo, Sangiovese, Colorino"
Vino Nobile di Montepulciano Poliziano,https://www.wina.pl/wina-czerwone-wytrawne/1342-vino-nobile-di-montepulciano-poliziano.html,189.0,Włochy,Toskania,V.Nobile di Montepulciano DOCG,Poliziano,2019.0,0.75,14.5,17,czerwone,,wytrawne,średnie,,False,False,90.0,Sangiovese
Vino Nobile di Montepulciano Poliziano magnum,https://www.wina.pl/wina-czerwone-wytrawne/2735-vino-nobile-di-montepulciano-poliziano-magnum-15-l.html,379.0,Włochy,Toskania,V.Nobile di Montepulciano DOCG,Poliziano,2018.0,1.5,14.0,17,czerwone,,wytrawne,średnie,,False,False,91.5,Sangiovese
Vino Nobile di Montepulciano Riserva Boscarelli,https://www.wina.pl/wina-czerwone-wytrawne/2820-vino-nobile-di-montepulciano-riserva-boscarelli.html,214.0,Włochy,Toskania,V.Nobile di Montepulciano DOCG,Boscarelli,2016.0,0.75,14.0,16-18,czerwone,,wytrawne,pełne,,False,False,92.0,"Colorino, Sangiovese"
Vinya Alforí PURE EST Monastrell Valencia DO BIO,https://www.wina.pl/organiczne/3305-vinya-alfori-pure-est-monastrell-valencia-do-bio.html,55.0,Hiszpania,Walencja,Valencia DOP,,2021.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,True,True,,Monastrell
Vinya Alforí PURE EST Tempranillo Valencia DO BIO,https://www.wina.pl/organiczne/3306-vinya-alfori-pure-est-tempranillo-valencia-do-bio.html,53.0,Hiszpania,Walencja,Valencia DOP,,2021.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,True,True,,Tempranillo
Vinya Alforí PURE EST Verdejo Valencia DO BIO,https://www.wina.pl/organiczne/3304-vinya-alfori-pure-est-verdejo-valencia-do-bio.html,53.0,Hiszpania,Walencja,Valencia DOP,,2022.0,0.75,12.0,16,białe,,wytrawne,lekkie,,True,True,,Verdejo
Voyeur Mulato Tinto Niepoort,https://www.wina.pl/naturalne/2788-voyeur-mulato-tinto-niepoort.html,149.0,Portugalia,Douro,Douro DOC,Niepoort,2019.0,1.0,13.0,14,czerwone,,wytrawne,średnie,,True,True,,"Tinta Roriz, Tinta Amarela, Malvasia Bianca"
Weiss Genuss Auer,https://www.wina.pl/wina-biale-polwytrawne/1749-weiss-genuss-auer.html,59.0,Austria,,Thermenregion,Auer,2021.0,0.75,11.0,10-12,białe,,półwytrawne,lekkie,,False,True,,Welschriesling
Weisser Burgunder Wittmann,https://www.wina.pl/wina-biale-wytrawne/1877-weisser-burgunder-wittmann.html,75.0,Niemcy,Rheinhessen,,Wittmann,2020.0,0.75,,,białe,,wytrawne,średnie,,False,True,,Pinot Blanc
Weninger Blaufränkisch Burgenland,https://www.wina.pl/naturalne/3881-weninger-blaufraenkisch-burgenland.html,111.0,Austria,Burgenland,,,2018.0,0.75,12.0,15,czerwone,,wytrawne,średnie,,False,True,,Blaufränkisch
Weninger Blaufränkisch Hochäcker Burgenland,https://www.wina.pl/naturalne/3882-weninger-blaufraenkisch-hochaecker-burgenland.html,139.0,Austria,Burgenland,,,2018.0,0.75,12.5,16-18,czerwone,,wytrawne,średnie,,False,True,,Blaufränkisch
Weninger Fehérburgundi Sopron,https://www.wina.pl/naturalne/3886-weninger-feherburgundi-sopron.html,139.0,Węgry,Sopron,,,2021.0,0.75,12.0,10,białe,,wytrawne,średnie,,False,True,,Pinot Blanc
Weninger Kékfrankos Balf Sopron,https://www.wina.pl/naturalne/3885-weninger-kekfrankos-balf-sopron.html,111.0,Węgry,Sopron,,,2019.0,0.75,12.5,16-18,czerwone,,wytrawne,średnie,,False,True,,Kekfrankos
Weninger Ponzichter Burgenland/Sopron,https://www.wina.pl/naturalne/3884-weninger-ponzichter-burgenlandsopron.html,129.0,Austria,Burgenland,,,2019.0,0.75,12.0,15,czerwone,,wytrawne,średnie,,False,True,,"Pinot Noir, Zweigelt, Cabernet Franc, Blaufränkisch"
Weninger Rózsa Petsovits Burgenland,https://www.wina.pl/naturalne/3883-weninger-rozsa-petsovits-burgenland.html,119.0,Austria,Burgenland,,,2021.0,0.75,12.0,12-14,różowe,,wytrawne,średnie,,False,True,,"Pinot Noir, Syrah, Zweigelt, Blaufränkisch"
Whistling Duck Sauvignon Blanc Semillon Riverina,https://www.wina.pl/wina-biale-wytrawne/2078-whistling-duck-sauvignon-blanc-semillon-riverina.html,51.0,Australia,Riverina,,Calabria Family Wines,2021.0,0.75,,12,białe,,wytrawne,,,False,False,,
Whistling Duck Shiraz Riverina,https://www.wina.pl/wina-czerwone-wytrawne/2079-whistling-duck-shiraz-riverina.html,51.0,Australia,Riverina,,Calabria Family Wines,2020.0,0.75,,16-18,czerwone,,wytrawne,,,False,False,,Shiraz
Winnica Chodorowa Johanniter Małopolska,https://www.wina.pl/wina-biale-wytrawne/4078-winnica-chodorowa-johanniter-malopolska.html,79.0,POLSKA,Małopolska,,,2020.0,0.75,12.5,8-10,białe,,wytrawne,średnie,,False,False,,Johanniter
Winnica Chodorowa Wino Musujące Małopolska,https://www.wina.pl/wina-musujace/4079-winnica-chodorowa-wino-musujace-malopolska.html,105.0,POLSKA,Małopolska,,,2018.0,0.75,11.5,8-10,,musujące,wytrawne,średnie,,False,False,,
Winnica Chodorowa Hibernal Małopolska,https://www.wina.pl/wina-biale-wytrawne/4077-winnica-chodorowa-hibernal-malopolska.html,79.0,POLSKA,Małopolska,,,2021.0,0.75,12.0,8-10,białe,,wytrawne,średnie,,False,False,,Hibernal
Winnica Chodorowa Solaris Małopolska,https://www.wina.pl/wina-biale-polslodkie/4081-winnica-chodorowa-solaris-malopolska.html,79.0,POLSKA,Małopolska,,,2021.0,0.75,12.5,8-10,białe,,półsłodkie,średnie,,False,False,,Solaris
Winnica Chodorowa Z Sadu Wino Jabłkowe Musujące Małopolska,https://www.wina.pl/wina-musujace/4080-winnica-chodorowa-z-sadu-wino-jablkowe-musujace-malopolska.html,55.0,POLSKA,Małopolska,,,2018.0,0.75,11.5,6,,musujące,półwytrawne,lekkie,,False,False,,
Wolność - Winnica na Dziole,https://www.wina.pl/biale/4156-wolnosc-winnica-na-dziole.html,72.0,POLSKA,Małopolska,,Winnica Na Dziole,2021.0,0.75,11.0,10-12,białe,,półwytrawne,średnie,,False,False,,"Solaris, Hibernal"
Yasmin Red Recanati,https://www.wina.pl/wina-czerwone-wytrawne/1698-yasmin-red-recanati.html,69.0,Izrael,Galilea,,Recanati,2021.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,True,False,,Cabernet Sauvignon
Yasmin White Recanati,https://www.wina.pl/wina-biale-wytrawne/1697-yasmin-white-recanati.html,69.0,Izrael,Galilea,,Recanati,2021.0,0.75,11.5,10-12,białe,,wytrawne,lekkie,,False,False,,Chardonnay
Zafrico Pinotage Dry RPA,https://www.wina.pl/wina-czerwone-wytrawne/3577-zafrico-pinotage-dry-rpa.html,41.0,RPA,,,,2018.0,0.75,12.5,16-18,czerwone,,wytrawne,średnie,,False,False,,Pinotage
Zafrico Red Semi-Dry RPA NV,https://www.wina.pl/wina-czerwone-polwytrawne/3578-zafrico-red-semi-dry-rpa.html,41.0,RPA,,,,,0.75,13.0,16-18,czerwone,,półwytrawne,średnie,,False,False,,
Zafrico Red Semi-Sweet RPA NV,https://www.wina.pl/wina-czerwone-polslodkie/3579-zafrico-red-semi-sweet-rpa.html,41.0,RPA,,,,,0.75,12.5,16-18,czerwone,,półsłodkie,średnie,,False,False,,
Zafrico White Semi-Dry RPA NV,https://www.wina.pl/wina-biale-polwytrawne/3575-zafrico-white-semi-dry-rpa.html,41.0,RPA,,,,,0.75,12.5,10-12,białe,,półwytrawne,lekkie,,False,False,,
Zanna Riserva Illuminati,https://www.wina.pl/wina-czerwone-wytrawne/1524-zanna-riserva-illuminati.html,145.0,Włochy,Abruzja,Montep.d Abruzzo Colline Terramane DOC,Illuminati,2017.0,0.75,14.5,,czerwone,,wytrawne,pełne,Tre Bicchieri Gambero Rosso,True,False,,Montepulciano
Zavec Brothers Furmint,https://www.wina.pl/biale/4513-zavec-brothers-furmint-.html,95.0,Słowenia,Podrawie,Haloze,,2022.0,0.75,13.0,8-10,białe,,wytrawne,średnie,,True,True,,Furmint
Zavec Brothers Lost and Found Orange Wine,https://www.wina.pl/wina-pomaranczowe/4512-zavec-brothers-lost-and-found-orange-wine-.html,95.0,Słowenia,Podrawie,Haloze,,2021.0,0.75,13.0,14,pomarańczowe,,wytrawne,średnie,,True,True,,"Chardonnay, Sauvignon Blanc, Welschriesling"
Zavec Brothers Pet Nat,https://www.wina.pl/pet-nat/4515-zavec-brothers-pet-nat.html,95.0,Słowenia,Podrawie,Haloze,,2022.0,0.75,12.0,6,,musujące,wytrawne,średnie,,True,True,,"Chardonnay, Sauvignon Blanc, Welschriesling"
Zestaw Champagne Lanson Black Label Brut + 2 kieliszki,https://www.wina.pl/od-200-do-300-pln/2951-zestaw-champagne-lanson-black-label-brut-2-kieliszki.html,409.0,Francja,Szampania,Champagne AOC,Champagne Lanson,,0.75,,,,szampan,,,,False,False,,"Chardonnay, Pinot Noir, Pinot Meunier"
Zorzal Chardonnay Navarra DO,https://www.wina.pl/wina-biale-wytrawne/3098-zorzal-chardonnay-navarra-do.html,59.0,Hiszpania,Navarra,,Viña Zorzal,2022.0,0.75,13.0,8,białe,,wytrawne,,,False,True,,Chardonnay
Zorzal Crianza Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3107-zorzal-crianza-navarra-do.html,69.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,,,False,True,,Garnacha
Zorzal Cuatro del Cuatro Graciano Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3109-zorzal-cuatro-del-cuatro-graciano-navarra-do.html,125.0,Hiszpania,Navarra,,Viña Zorzal,2019.0,0.75,13.5,15,czerwone,,wytrawne,,,False,True,,Graciano
Zorzal Garnacha Blanca Navarra DO,https://www.wina.pl/wina-biale-wytrawne/3099-zorzal-garnacha-blanca-navarra-do.html,75.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,13.0,8,białe,,wytrawne,,,False,False,,Garnacha Blanca
Zorzal Garnacha Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3103-zorzal-garnacha-navarra-do.html,59.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,,,False,True,92.0,Garnacha
Zorzal Garnacha Rose Navarra DO,https://www.wina.pl/rozowe/3102-zorzal-garnacha-rose-navarra-do.html,59.0,Hiszpania,Navarra,,Viña Zorzal,2021.0,0.75,13.5,8,różowe,,wytrawne,,,False,True,,Garnacha
Zorzal Graciano Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3106-zorzal-graciano-navarra-do.html,75.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,,,False,True,,Graciano
Zorzal Lecciones de Vuelo Garnacha Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3111-zorzal-lecciones-de-vuelo-garnacha-navarra-do.html,349.0,Hiszpania,Navarra,,Viña Zorzal,2019.0,0.75,14.0,16-18,czerwone,,wytrawne,,,False,True,94.0,Garnacha
Zorzal Malayeto Garnacha Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3108-zorzal-malayeto-garnacha-navarra-do.html,115.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,14.0,16-18,czerwone,,wytrawne,,,False,True,,Garnacha
Zorzal Nat Cool Graciano Navarra DO,https://www.wina.pl/wina-czerwone-wytrawne/3110-zorzal-nat-cool-graciano-navarra-do.html,129.0,Hiszpania,Navarra,,Viña Zorzal,2020.0,0.75,12.0,16-18,czerwone,,wytrawne,,,False,True,,Graciano
Zweigelt Auer,https://www.wina.pl/wina-czerwone-wytrawne/347-zweigelt-auer.html,59.0,Austria,Weinland,Thermenregion,Auer,2021.0,0.75,12.5,16,czerwone,,wytrawne,średnie,,False,True,,Zweigelt
Zweigelt Kamptal Gobelsburg,https://www.wina.pl/wina-czerwone-wytrawne/2755-zweigelt-kamptal-gobelsburg.html,97.0,Austria,Kamptal,Niederosterreich,Schloss Gobelsburg,2019.0,0.75,12.5,12,czerwone,,wytrawne,lekkie,,False,False,,Zweigelt
Zweigelt Landwein Auer 1L,https://www.wina.pl/wina-czerwone-wytrawne/909-zweigelt-landwein-auer.html,49.0,Austria,Weinland,,Auer,,1.0,12.0,16,czerwone,,wytrawne,średnie,,False,False,,Zweigelt
Acordeon Malbec,https://www.wina.pl/wina-czerwone-wytrawne/1611-acordeon-malbec.html,59.0,Argentyna,Cafayate,,Finca N,2021.0,0.75,14.5,16-18,czerwone,,wytrawne,średnie,,False,False,,Malbec
Alazani Valley Shilda białe,https://www.wina.pl/biale/1847-alazani-valley-shilda-biale.html,47.0,Gruzja,Kachetia,,Shilda,2019.0,0.75,12.5,10-12,białe,,półsłodkie,lekkie,,False,False,,Rkatsiteli
Alheit Broom Ridge Bio,https://www.wina.pl/naturalne/2881-alheit-broom-ridge-bio.html,239.0,RPA,Western Cape,,Alheit Vineyards,2019.0,0.75,13.22,12,białe,,wytrawne,średnie,,True,True,,Chenin Blanc
Alheit Huilkrans Bio,https://www.wina.pl/naturalne/2880-alheit-huilkrans-bio.html,362.0,RPA,Western Cape,,Alheit Vineyards,2019.0,0.75,13.36,12,białe,,wytrawne,pełne,,True,True,93.5,Chenin Blanc
Allegrini Amarone Valpolicella Classico DOCG Magnum,https://www.wina.pl/od-500-do-1000-pln/2667-allegrini-15-l-amarone-valpolicella-classico-docg-magnum.html,799.0,Włochy,Veneto,Amarone della Valpolicella Classico DOCG,Allegrini,2014.0,1.5,16.0,18,czerwone,,wytrawne,pełne,,False,False,92.0,"Corvina/Corvinone, Rondinella, Oseleta"
Allegrini Fieramonte Amarone Classico DOCG Riserva,https://www.wina.pl/wina-czerwone-wytrawne/1985-allegrini-fieramonte-amarone-classico-docg-riserva.html,1605.0,Włochy,Veneto,Amarone della Valpolicella Classico DOCG,Allegrini,2012.0,0.75,,18,czerwone,,wytrawne,pełne,,False,False,,"Corvina/Corvinone, Rondinella, Oseleta"
Allegrini Palazzo della Torre Veronese IGT w tubie,https://www.wina.pl/od-100-do-200-pln/2765-allegrini-palazzo-della-torre-veronese-igt-w-tubie.html,149.0,Włochy,Veneto,Veneto IGT,Allegrini,2016.0,0.75,,16-18,czerwone,,wytrawne,,,False,False,90.0,"Corvina Veronese, Rondinella, Molinara"
Amaya Arzuaga Collection Ribera del Duero,https://www.wina.pl/wina-czerwone-wytrawne/2016-amaya-arzuaga-collection-ribera-del-duero.html,544.0,Hiszpania,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2016.0,0.75,,17,czerwone,,wytrawne,,,False,False,,"Tempranillo, Albillo"
Andi Weigand MTH Frankonia,https://www.wina.pl/naturalne/3446-andi-weigand-mth-frankonia.html,139.0,Niemcy,Frankonia,,,2021.0,0.75,11.5,10-12,białe,,wytrawne,średnie,,True,True,,Müller Thurgau
Angelo Gaja Barbaresco DOCG,https://www.wina.pl/czerwone/2625-angelo-gaja-barbaresco-docg.html,1758.0,Włochy,Piemont,Nebbiolo d Alba DOC,Gaja,2019.0,0.75,14.0,18,czerwone,,wytrawne,pełne,,False,False,95.0,Nebbiolo
